word,freq_text1,freq_text2,log_likelihood,key_in
exchange,0,11,0.3231555818113374,Text2
basically,0,11,0.3231555818113374,Text2
laughing,0,11,0.3231555818113374,Text2
meaning,0,11,0.3231555818113374,Text2
evac,0,11,0.3231555818113374,Text2
breakfast,0,11,0.3231555818113374,Text2
herself,0,11,0.3231555818113374,Text2
criminal,0,11,0.3231555818113374,Text2
escort,0,11,0.3231555818113374,Text2
potential,0,11,0.3231555818113374,Text2
warned,0,11,0.3231555818113374,Text2
prefer,0,11,0.3231555818113374,Text2
hail,0,11,0.3231555818113374,Text2
center,0,11,0.3231555818113374,Text2
walked,0,11,0.3231555818113374,Text2
distance,0,11,0.3231555818113374,Text2
former,0,11,0.3231555818113374,Text2
wave,0,11,0.3231555818113374,Text2
bullet,0,11,0.3231555818113374,Text2
watched,0,11,0.3231555818113374,Text2
request,0,11,0.3231555818113374,Text2
doomed,0,11,0.3231555818113374,Text2
raptors,0,11,0.3231555818113374,Text2
pete,0,11,0.3231555818113374,Text2
thoughts,0,11,0.3231555818113374,Text2
sleeping,0,11,0.3231555818113374,Text2
received,0,11,0.3231555818113374,Text2
rum,0,11,0.3231555818113374,Text2
hostile,0,11,0.3231555818113374,Text2
murderer,0,11,0.3231555818113374,Text2
classified,0,11,0.3231555818113374,Text2
college,0,11,0.3231555818113374,Text2
bracelet,0,11,0.3231555818113374,Text2
transports,0,11,0.3231555818113374,Text2
friendly,0,11,0.3231555818113374,Text2
warm,0,11,0.3231555818113374,Text2
impact,0,11,0.3231555818113374,Text2
hamish,0,11,0.3231555818113374,Text2
brains,0,11,0.3231555818113374,Text2
mountains,0,11,0.3231555818113374,Text2
lunch,0,11,0.3231555818113374,Text2
selvig,0,11,0.3231555818113374,Text2
sneak,0,11,0.3231555818113374,Text2
yield,0,11,0.3231555818113374,Text2
riding,0,11,0.3231555818113374,Text2
ravenclaw,0,11,0.3231555818113374,Text2
erebor,0,11,0.3231555818113374,Text2
beneath,0,11,0.3231555818113374,Text2
crack,0,11,0.3231555818113374,Text2
wolves,0,11,0.3231555818113374,Text2
beauty,0,11,0.3231555818113374,Text2
malfoy,0,11,0.3231555818113374,Text2
seeker,0,11,0.3231555818113374,Text2
intend,0,11,0.3231555818113374,Text2
married,0,11,0.3231555818113374,Text2
jane,0,11,0.3231555818113374,Text2
easier,0,11,0.3231555818113374,Text2
identity,0,11,0.3231555818113374,Text2
squad,0,11,0.3231555818113374,Text2
package,0,11,0.3231555818113374,Text2
capture,0,11,0.3231555818113374,Text2
guests,0,11,0.3231555818113374,Text2
slow,1,36,0.3189679115241414,Text1
fix,1,36,0.3189679115241414,Text1
bitch,1,36,0.3189679115241414,Text1
its,1,113,0.31218754280241745,Text2
care,1,113,0.31218754280241745,Text2
old,2,196,0.30996570079707286,Text2
would,10,564,0.30316106434445045,Text1
just,21,1256,0.29600692890831404,Text1
hate,1,37,0.2942872341669921,Text1
sleep,1,37,0.2942872341669921,Text1
turned,1,37,0.2942872341669921,Text1
surface,1,37,0.2942872341669921,Text1
vibranium,1,37,0.2942872341669921,Text1
pay,1,37,0.2942872341669921,Text1
hoped,0,10,0.2937758130888191,Text2
fallen,0,10,0.2937758130888191,Text2
sudden,0,10,0.2937758130888191,Text2
mommy,0,10,0.2937758130888191,Text2
network,0,10,0.2937758130888191,Text2
globe,0,10,0.2937758130888191,Text2
cassian,0,10,0.2937758130888191,Text2
enter,0,10,0.2937758130888191,Text2
belonged,0,10,0.2937758130888191,Text2
billion,0,10,0.2937758130888191,Text2
clever,0,10,0.2937758130888191,Text2
quarter,0,10,0.2937758130888191,Text2
chasing,0,10,0.2937758130888191,Text2
rumors,0,10,0.2937758130888191,Text2
plus,0,10,0.2937758130888191,Text2
avoid,0,10,0.2937758130888191,Text2
falling,0,10,0.2937758130888191,Text2
eaten,0,10,0.2937758130888191,Text2
bodies,0,10,0.2937758130888191,Text2
nasa,0,10,0.2937758130888191,Text2
agree,0,10,0.2937758130888191,Text2
pathetic,0,10,0.2937758130888191,Text2
knight,0,10,0.2937758130888191,Text2
knowledge,0,10,0.2937758130888191,Text2
throwing,0,10,0.2937758130888191,Text2
rocket,0,10,0.2937758130888191,Text2
captured,0,10,0.2937758130888191,Text2
visit,0,10,0.2937758130888191,Text2
asleep,0,10,0.2937758130888191,Text2
talked,0,10,0.2937758130888191,Text2
bath,0,10,0.2937758130888191,Text2
boromir,0,10,0.2937758130888191,Text2
dungeon,0,10,0.2937758130888191,Text2
planned,0,10,0.2937758130888191,Text2
davis,0,10,0.2937758130888191,Text2
inform,0,10,0.2937758130888191,Text2
distress,0,10,0.2937758130888191,Text2
holdo,0,10,0.2937758130888191,Text2
kings,0,10,0.2937758130888191,Text2
nest,0,10,0.2937758130888191,Text2
john,0,10,0.2937758130888191,Text2
venture,0,10,0.2937758130888191,Text2
charging,0,10,0.2937758130888191,Text2
joined,0,10,0.2937758130888191,Text2
armour,0,10,0.2937758130888191,Text2
nose,0,10,0.2937758130888191,Text2
u,0,10,0.2937758130888191,Text2
laid,0,10,0.2937758130888191,Text2
paddock,0,10,0.2937758130888191,Text2
defending,0,10,0.2937758130888191,Text2
mail,0,10,0.2937758130888191,Text2
horrible,0,10,0.2937758130888191,Text2
jacket,0,10,0.2937758130888191,Text2
shire,0,10,0.2937758130888191,Text2
wishes,0,10,0.2937758130888191,Text2
airport,0,10,0.2937758130888191,Text2
elizabeth,0,10,0.2937758130888191,Text2
lockdown,0,10,0.2937758130888191,Text2
zuri,0,10,0.2937758130888191,Text2
hobbits,0,10,0.2937758130888191,Text2
bodhi,0,10,0.2937758130888191,Text2
lucas,0,10,0.2937758130888191,Text2
junk,0,10,0.2937758130888191,Text2
shift,0,10,0.2937758130888191,Text2
grant,0,10,0.2937758130888191,Text2
charged,0,10,0.2937758130888191,Text2
tate,0,10,0.2937758130888191,Text2
silva,0,10,0.2937758130888191,Text2
spoke,0,10,0.2937758130888191,Text2
haul,0,10,0.2937758130888191,Text2
eating,0,10,0.2937758130888191,Text2
babu,0,10,0.2937758130888191,Text2
section,0,10,0.2937758130888191,Text2
ochi,0,10,0.2937758130888191,Text2
spotted,0,10,0.2937758130888191,Text2
birds,0,10,0.2937758130888191,Text2
british,0,10,0.2937758130888191,Text2
hall,0,10,0.2937758130888191,Text2
schedule,0,10,0.2937758130888191,Text2
beckett,0,10,0.2937758130888191,Text2
pray,0,10,0.2937758130888191,Text2
secretary,0,10,0.2937758130888191,Text2
during,0,10,0.2937758130888191,Text2
charges,0,10,0.2937758130888191,Text2
shirabad,0,10,0.2937758130888191,Text2
la,0,10,0.2937758130888191,Text2
thieves,0,10,0.2937758130888191,Text2
string,0,10,0.2937758130888191,Text2
wakandan,0,10,0.2937758130888191,Text2
terms,0,10,0.2937758130888191,Text2
sharp,0,10,0.2937758130888191,Text2
mostly,0,10,0.2937758130888191,Text2
faramir,0,10,0.2937758130888191,Text2
site,0,10,0.2937758130888191,Text2
ababwa,0,10,0.2937758130888191,Text2
silent,0,10,0.2937758130888191,Text2
pants,0,10,0.2937758130888191,Text2
bathroom,0,10,0.2937758130888191,Text2
exile,0,10,0.2937758130888191,Text2
illusion,0,10,0.2937758130888191,Text2
task,0,10,0.2937758130888191,Text2
chances,0,10,0.2937758130888191,Text2
garage,0,10,0.2937758130888191,Text2
laugh,0,10,0.2937758130888191,Text2
opportunity,0,10,0.2937758130888191,Text2
confused,0,10,0.2937758130888191,Text2
regret,0,10,0.2937758130888191,Text2
feelings,0,10,0.2937758130888191,Text2
concerned,0,10,0.2937758130888191,Text2
palpatine,0,10,0.2937758130888191,Text2
edge,0,10,0.2937758130888191,Text2
upset,0,10,0.2937758130888191,Text2
craft,0,10,0.2937758130888191,Text2
bandits,0,10,0.2937758130888191,Text2
flamel,0,10,0.2937758130888191,Text2
otherwise,0,10,0.2937758130888191,Text2
sire,0,10,0.2937758130888191,Text2
bucks,0,10,0.2937758130888191,Text2
finds,0,10,0.2937758130888191,Text2
entrance,0,10,0.2937758130888191,Text2
decent,0,10,0.2937758130888191,Text2
upstairs,0,10,0.2937758130888191,Text2
texas,0,10,0.2937758130888191,Text2
elder,0,10,0.2937758130888191,Text2
brown,0,10,0.2937758130888191,Text2
targeting,0,10,0.2937758130888191,Text2
wide,0,10,0.2937758130888191,Text2
empty,0,10,0.2937758130888191,Text2
appear,0,10,0.2937758130888191,Text2
beloved,0,10,0.2937758130888191,Text2
goblin,0,10,0.2937758130888191,Text2
depends,0,10,0.2937758130888191,Text2
secrets,0,10,0.2937758130888191,Text2
controls,0,10,0.2937758130888191,Text2
operational,0,10,0.2937758130888191,Text2
invite,0,10,0.2937758130888191,Text2
blown,0,10,0.2937758130888191,Text2
students,0,10,0.2937758130888191,Text2
mermaid,0,10,0.2937758130888191,Text2
paris,0,10,0.2937758130888191,Text2
deny,0,10,0.2937758130888191,Text2
buildings,0,10,0.2937758130888191,Text2
mentioned,0,10,0.2937758130888191,Text2
hostages,0,10,0.2937758130888191,Text2
cursed,0,10,0.2937758130888191,Text2
ho,0,10,0.2937758130888191,Text2
gather,0,10,0.2937758130888191,Text2
climbing,0,10,0.2937758130888191,Text2
shape,0,10,0.2937758130888191,Text2
chief,0,10,0.2937758130888191,Text2
kicked,0,10,0.2937758130888191,Text2
dating,0,10,0.2937758130888191,Text2
deserves,0,10,0.2937758130888191,Text2
shirt,0,10,0.2937758130888191,Text2
superhero,0,10,0.2937758130888191,Text2
seal,0,10,0.2937758130888191,Text2
re,40,2480,0.28388166119572666,Text1
happy,1,110,0.2776226527231711,Text2
longer,1,38,0.2710295381354839,Text1
path,1,38,0.2710295381354839,Text1
possible,1,38,0.2710295381354839,Text1
damn,2,91,0.2707921660292132,Text1
very,3,270,0.2680744687597112,Text2
true,1,109,0.2664247620086877,Text2
tale,0,9,0.26439606446697256,Text2
bait,0,9,0.26439606446697256,Text2
sacrificed,0,9,0.26439606446697256,Text2
kills,0,9,0.26439606446697256,Text2
guide,0,9,0.26439606446697256,Text2
discovered,0,9,0.26439606446697256,Text2
unfortunately,0,9,0.26439606446697256,Text2
mode,0,9,0.26439606446697256,Text2
lines,0,9,0.26439606446697256,Text2
pops,0,9,0.26439606446697256,Text2
belt,0,9,0.26439606446697256,Text2
grid,0,9,0.26439606446697256,Text2
leaves,0,9,0.26439606446697256,Text2
outrun,0,9,0.26439606446697256,Text2
survivors,0,9,0.26439606446697256,Text2
airborne,0,9,0.26439606446697256,Text2
quartermaster,0,9,0.26439606446697256,Text2
bread,0,9,0.26439606446697256,Text2
eggs,0,9,0.26439606446697256,Text2
darkstar,0,9,0.26439606446697256,Text2
convince,0,9,0.26439606446697256,Text2
bull,0,9,0.26439606446697256,Text2
staff,0,9,0.26439606446697256,Text2
wins,0,9,0.26439606446697256,Text2
fortress,0,9,0.26439606446697256,Text2
standard,0,9,0.26439606446697256,Text2
broom,0,9,0.26439606446697256,Text2
legs,0,9,0.26439606446697256,Text2
design,0,9,0.26439606446697256,Text2
grateful,0,9,0.26439606446697256,Text2
skills,0,9,0.26439606446697256,Text2
fashioned,0,9,0.26439606446697256,Text2
blocks,0,9,0.26439606446697256,Text2
mercenary,0,9,0.26439606446697256,Text2
finest,0,9,0.26439606446697256,Text2
bastards,0,9,0.26439606446697256,Text2
buried,0,9,0.26439606446697256,Text2
fools,0,9,0.26439606446697256,Text2
opening,0,9,0.26439606446697256,Text2
awkward,0,9,0.26439606446697256,Text2
targets,0,9,0.26439606446697256,Text2
ponce,0,9,0.26439606446697256,Text2
impress,0,9,0.26439606446697256,Text2
jewels,0,9,0.26439606446697256,Text2
hammond,0,9,0.26439606446697256,Text2
witness,0,9,0.26439606446697256,Text2
blame,0,9,0.26439606446697256,Text2
mallory,0,9,0.26439606446697256,Text2
merely,0,9,0.26439606446697256,Text2
positions,0,9,0.26439606446697256,Text2
stubborn,0,9,0.26439606446697256,Text2
advanced,0,9,0.26439606446697256,Text2
transmission,0,9,0.26439606446697256,Text2
leading,0,9,0.26439606446697256,Text2
gamma,0,9,0.26439606446697256,Text2
lands,0,9,0.26439606446697256,Text2
clowns,0,9,0.26439606446697256,Text2
assault,0,9,0.26439606446697256,Text2
physics,0,9,0.26439606446697256,Text2
armies,0,9,0.26439606446697256,Text2
enhanced,0,9,0.26439606446697256,Text2
tragedy,0,9,0.26439606446697256,Text2
ignore,0,9,0.26439606446697256,Text2
entering,0,9,0.26439606446697256,Text2
market,0,9,0.26439606446697256,Text2
conflict,0,9,0.26439606446697256,Text2
lestrange,0,9,0.26439606446697256,Text2
luna,0,9,0.26439606446697256,Text2
underground,0,9,0.26439606446697256,Text2
numbers,0,9,0.26439606446697256,Text2
steps,0,9,0.26439606446697256,Text2
events,0,9,0.26439606446697256,Text2
pissed,0,9,0.26439606446697256,Text2
disturbing,0,9,0.26439606446697256,Text2
tour,0,9,0.26439606446697256,Text2
tv,0,9,0.26439606446697256,Text2
neighborhood,0,9,0.26439606446697256,Text2
scavenger,0,9,0.26439606446697256,Text2
large,0,9,0.26439606446697256,Text2
quentin,0,9,0.26439606446697256,Text2
split,0,9,0.26439606446697256,Text2
usual,0,9,0.26439606446697256,Text2
longbottom,0,9,0.26439606446697256,Text2
megatron,0,9,0.26439606446697256,Text2
custody,0,9,0.26439606446697256,Text2
sooner,0,9,0.26439606446697256,Text2
council,0,9,0.26439606446697256,Text2
offered,0,9,0.26439606446697256,Text2
osborn,0,9,0.26439606446697256,Text2
ability,0,9,0.26439606446697256,Text2
panic,0,9,0.26439606446697256,Text2
planets,0,9,0.26439606446697256,Text2
quidditch,0,9,0.26439606446697256,Text2
highly,0,9,0.26439606446697256,Text2
fluffy,0,9,0.26439606446697256,Text2
tone,0,9,0.26439606446697256,Text2
submarine,0,9,0.26439606446697256,Text2
trench,0,9,0.26439606446697256,Text2
mustn,0,9,0.26439606446697256,Text2
bury,0,9,0.26439606446697256,Text2
apollo,0,9,0.26439606446697256,Text2
orc,0,9,0.26439606446697256,Text2
letters,0,9,0.26439606446697256,Text2
saruman,0,9,0.26439606446697256,Text2
stealth,0,9,0.26439606446697256,Text2
faces,0,9,0.26439606446697256,Text2
gods,0,9,0.26439606446697256,Text2
considered,0,9,0.26439606446697256,Text2
notice,0,9,0.26439606446697256,Text2
failing,0,9,0.26439606446697256,Text2
vulnerable,0,9,0.26439606446697256,Text2
naked,0,9,0.26439606446697256,Text2
ears,0,9,0.26439606446697256,Text2
apply,0,9,0.26439606446697256,Text2
cook,0,9,0.26439606446697256,Text2
scan,0,9,0.26439606446697256,Text2
epps,0,9,0.26439606446697256,Text2
golden,0,9,0.26439606446697256,Text2
reverse,0,9,0.26439606446697256,Text2
dirty,0,9,0.26439606446697256,Text2
honour,0,9,0.26439606446697256,Text2
charming,0,9,0.26439606446697256,Text2
waters,0,9,0.26439606446697256,Text2
approach,0,9,0.26439606446697256,Text2
aid,0,9,0.26439606446697256,Text2
fn,0,9,0.26439606446697256,Text2
suck,0,9,0.26439606446697256,Text2
threatened,0,9,0.26439606446697256,Text2
pursuit,0,9,0.26439606446697256,Text2
ensure,0,9,0.26439606446697256,Text2
funeral,0,9,0.26439606446697256,Text2
advantage,0,9,0.26439606446697256,Text2
chaos,0,9,0.26439606446697256,Text2
scanning,0,9,0.26439606446697256,Text2
gringotts,0,9,0.26439606446697256,Text2
accident,0,9,0.26439606446697256,Text2
audience,0,9,0.26439606446697256,Text2
trading,0,9,0.26439606446697256,Text2
vehicle,0,9,0.26439606446697256,Text2
exit,0,9,0.26439606446697256,Text2
leaders,0,9,0.26439606446697256,Text2
kili,0,9,0.26439606446697256,Text2
peregrin,0,9,0.26439606446697256,Text2
proceed,0,9,0.26439606446697256,Text2
burned,0,9,0.26439606446697256,Text2
pressure,0,9,0.26439606446697256,Text2
miracle,0,9,0.26439606446697256,Text2
billionaire,0,9,0.26439606446697256,Text2
guarantee,0,9,0.26439606446697256,Text2
limited,0,9,0.26439606446697256,Text2
stations,0,9,0.26439606446697256,Text2
sad,0,9,0.26439606446697256,Text2
multiple,0,9,0.26439606446697256,Text2
angelica,0,9,0.26439606446697256,Text2
becomes,0,9,0.26439606446697256,Text2
desperate,0,9,0.26439606446697256,Text2
henry,0,9,0.26439606446697256,Text2
closest,0,9,0.26439606446697256,Text2
mum,0,9,0.26439606446697256,Text2
tie,0,9,0.26439606446697256,Text2
laws,0,9,0.26439606446697256,Text2
inevitable,0,9,0.26439606446697256,Text2
aragorn,0,9,0.26439606446697256,Text2
assure,0,9,0.26439606446697256,Text2
sand,0,9,0.26439606446697256,Text2
heir,0,9,0.26439606446697256,Text2
asshole,0,9,0.26439606446697256,Text2
strings,0,9,0.26439606446697256,Text2
fan,0,9,0.26439606446697256,Text2
stock,0,9,0.26439606446697256,Text2
canyon,0,9,0.26439606446697256,Text2
herb,0,9,0.26439606446697256,Text2
begins,0,9,0.26439606446697256,Text2
isla,0,9,0.26439606446697256,Text2
may,2,190,0.25740824372964655,Text2
ready,2,190,0.25740824372964655,Text2
part,2,92,0.2569267760736713,Text1
sam,1,108,0.2553936839221691,Text2
mean,3,268,0.25367749896083924,Text2
t,52,3766,0.2518765000631369,Text2
terrible,1,39,0.24912182538297367,Text1
atlantis,1,39,0.24912182538297367,Text1
small,1,39,0.24912182538297367,Text1
home,2,189,0.2490259008023441,Text2
an,11,637,0.24529359151090713,Text1
ass,2,93,0.2435239475566986,Text1
under,2,93,0.2435239475566986,Text1
good,9,714,0.2411304203384752,Text2
guy,4,209,0.23942648874940176,Text1
about,11,859,0.23826553957734653,Text2
post,0,8,0.23501634069016594,Text2
larr,0,8,0.23501634069016594,Text2
remote,0,8,0.23501634069016594,Text2
massive,0,8,0.23501634069016594,Text2
wield,0,8,0.23501634069016594,Text2
clue,0,8,0.23501634069016594,Text2
released,0,8,0.23501634069016594,Text2
falls,0,8,0.23501634069016594,Text2
alarm,0,8,0.23501634069016594,Text2
blake,0,8,0.23501634069016594,Text2
comfortable,0,8,0.23501634069016594,Text2
cruel,0,8,0.23501634069016594,Text2
outfit,0,8,0.23501634069016594,Text2
value,0,8,0.23501634069016594,Text2
praise,0,8,0.23501634069016594,Text2
changing,0,8,0.23501634069016594,Text2
bone,0,8,0.23501634069016594,Text2
noble,0,8,0.23501634069016594,Text2
barn,0,8,0.23501634069016594,Text2
subject,0,8,0.23501634069016594,Text2
choices,0,8,0.23501634069016594,Text2
philippe,0,8,0.23501634069016594,Text2
political,0,8,0.23501634069016594,Text2
deliver,0,8,0.23501634069016594,Text2
grave,0,8,0.23501634069016594,Text2
crossed,0,8,0.23501634069016594,Text2
parasites,0,8,0.23501634069016594,Text2
tape,0,8,0.23501634069016594,Text2
net,0,8,0.23501634069016594,Text2
civilians,0,8,0.23501634069016594,Text2
winter,0,8,0.23501634069016594,Text2
comms,0,8,0.23501634069016594,Text2
nukes,0,8,0.23501634069016594,Text2
operation,0,8,0.23501634069016594,Text2
firing,0,8,0.23501634069016594,Text2
contract,0,8,0.23501634069016594,Text2
b,0,8,0.23501634069016594,Text2
grows,0,8,0.23501634069016594,Text2
football,0,8,0.23501634069016594,Text2
lads,0,8,0.23501634069016594,Text2
trevor,0,8,0.23501634069016594,Text2
personally,0,8,0.23501634069016594,Text2
miranda,0,8,0.23501634069016594,Text2
located,0,8,0.23501634069016594,Text2
lefou,0,8,0.23501634069016594,Text2
tool,0,8,0.23501634069016594,Text2
avenger,0,8,0.23501634069016594,Text2
social,0,8,0.23501634069016594,Text2
halfling,0,8,0.23501634069016594,Text2
connors,0,8,0.23501634069016594,Text2
jobu,0,8,0.23501634069016594,Text2
invented,0,8,0.23501634069016594,Text2
current,0,8,0.23501634069016594,Text2
hitting,0,8,0.23501634069016594,Text2
shop,0,8,0.23501634069016594,Text2
grand,0,8,0.23501634069016594,Text2
elrond,0,8,0.23501634069016594,Text2
cats,0,8,0.23501634069016594,Text2
deadly,0,8,0.23501634069016594,Text2
blew,0,8,0.23501634069016594,Text2
howard,0,8,0.23501634069016594,Text2
radagast,0,8,0.23501634069016594,Text2
signs,0,8,0.23501634069016594,Text2
threepio,0,8,0.23501634069016594,Text2
joining,0,8,0.23501634069016594,Text2
original,0,8,0.23501634069016594,Text2
shine,0,8,0.23501634069016594,Text2
dry,0,8,0.23501634069016594,Text2
stranger,0,8,0.23501634069016594,Text2
george,0,8,0.23501634069016594,Text2
operating,0,8,0.23501634069016594,Text2
paper,0,8,0.23501634069016594,Text2
extraordinary,0,8,0.23501634069016594,Text2
ra,0,8,0.23501634069016594,Text2
guarding,0,8,0.23501634069016594,Text2
despite,0,8,0.23501634069016594,Text2
bound,0,8,0.23501634069016594,Text2
bunker,0,8,0.23501634069016594,Text2
quirrell,0,8,0.23501634069016594,Text2
staying,0,8,0.23501634069016594,Text2
mermaids,0,8,0.23501634069016594,Text2
sing,0,8,0.23501634069016594,Text2
diamond,0,8,0.23501634069016594,Text2
da,0,8,0.23501634069016594,Text2
griphook,0,8,0.23501634069016594,Text2
piss,0,8,0.23501634069016594,Text2
atlanna,0,8,0.23501634069016594,Text2
member,0,8,0.23501634069016594,Text2
advance,0,8,0.23501634069016594,Text2
effort,0,8,0.23501634069016594,Text2
guilty,0,8,0.23501634069016594,Text2
bite,0,8,0.23501634069016594,Text2
silence,0,8,0.23501634069016594,Text2
al,0,8,0.23501634069016594,Text2
consequences,0,8,0.23501634069016594,Text2
echo,0,8,0.23501634069016594,Text2
id,0,8,0.23501634069016594,Text2
powered,0,8,0.23501634069016594,Text2
troops,0,8,0.23501634069016594,Text2
ruined,0,8,0.23501634069016594,Text2
sucks,0,8,0.23501634069016594,Text2
footage,0,8,0.23501634069016594,Text2
recently,0,8,0.23501634069016594,Text2
deploy,0,8,0.23501634069016594,Text2
endure,0,8,0.23501634069016594,Text2
mally,0,8,0.23501634069016594,Text2
centuries,0,8,0.23501634069016594,Text2
governor,0,8,0.23501634069016594,Text2
folk,0,8,0.23501634069016594,Text2
maps,0,8,0.23501634069016594,Text2
passing,0,8,0.23501634069016594,Text2
facial,0,8,0.23501634069016594,Text2
anders,0,8,0.23501634069016594,Text2
latest,0,8,0.23501634069016594,Text2
officially,0,8,0.23501634069016594,Text2
glory,0,8,0.23501634069016594,Text2
ordered,0,8,0.23501634069016594,Text2
pavel,0,8,0.23501634069016594,Text2
accomplished,0,8,0.23501634069016594,Text2
presence,0,8,0.23501634069016594,Text2
rebuild,0,8,0.23501634069016594,Text2
rocks,0,8,0.23501634069016594,Text2
tip,0,8,0.23501634069016594,Text2
wingman,0,8,0.23501634069016594,Text2
hunted,0,8,0.23501634069016594,Text2
recommend,0,8,0.23501634069016594,Text2
overboard,0,8,0.23501634069016594,Text2
checked,0,8,0.23501634069016594,Text2
sits,0,8,0.23501634069016594,Text2
faced,0,8,0.23501634069016594,Text2
ghul,0,8,0.23501634069016594,Text2
touching,0,8,0.23501634069016594,Text2
following,0,8,0.23501634069016594,Text2
page,0,8,0.23501634069016594,Text2
comedian,0,8,0.23501634069016594,Text2
dameron,0,8,0.23501634069016594,Text2
charm,0,8,0.23501634069016594,Text2
example,0,8,0.23501634069016594,Text2
international,0,8,0.23501634069016594,Text2
stardust,0,8,0.23501634069016594,Text2
pretend,0,8,0.23501634069016594,Text2
pig,0,8,0.23501634069016594,Text2
cabin,0,8,0.23501634069016594,Text2
mithrandir,0,8,0.23501634069016594,Text2
details,0,8,0.23501634069016594,Text2
drinking,0,8,0.23501634069016594,Text2
pinch,0,8,0.23501634069016594,Text2
unique,0,8,0.23501634069016594,Text2
extra,0,8,0.23501634069016594,Text2
bottom,0,8,0.23501634069016594,Text2
protector,0,8,0.23501634069016594,Text2
antenna,0,8,0.23501634069016594,Text2
properly,0,8,0.23501634069016594,Text2
spice,0,8,0.23501634069016594,Text2
masked,0,8,0.23501634069016594,Text2
moral,0,8,0.23501634069016594,Text2
diversion,0,8,0.23501634069016594,Text2
rain,0,8,0.23501634069016594,Text2
maestro,0,8,0.23501634069016594,Text2
minds,0,8,0.23501634069016594,Text2
eventually,0,8,0.23501634069016594,Text2
operations,0,8,0.23501634069016594,Text2
payback,0,8,0.23501634069016594,Text2
daylight,0,8,0.23501634069016594,Text2
lyra,0,8,0.23501634069016594,Text2
begun,0,8,0.23501634069016594,Text2
cousin,0,8,0.23501634069016594,Text2
charlie,0,8,0.23501634069016594,Text2
illegal,0,8,0.23501634069016594,Text2
flip,0,8,0.23501634069016594,Text2
disable,0,8,0.23501634069016594,Text2
solve,0,8,0.23501634069016594,Text2
stress,0,8,0.23501634069016594,Text2
peaceful,0,8,0.23501634069016594,Text2
connected,0,8,0.23501634069016594,Text2
carrier,0,8,0.23501634069016594,Text2
stephen,0,8,0.23501634069016594,Text2
counsel,0,8,0.23501634069016594,Text2
subway,0,8,0.23501634069016594,Text2
nebula,0,8,0.23501634069016594,Text2
mia,0,8,0.23501634069016594,Text2
crowd,0,8,0.23501634069016594,Text2
success,0,8,0.23501634069016594,Text2
x,0,8,0.23501634069016594,Text2
electricity,0,8,0.23501634069016594,Text2
starboard,0,8,0.23501634069016594,Text2
compromised,0,8,0.23501634069016594,Text2
jerry,0,8,0.23501634069016594,Text2
operative,0,8,0.23501634069016594,Text2
priority,0,8,0.23501634069016594,Text2
forbidden,0,8,0.23501634069016594,Text2
answered,0,8,0.23501634069016594,Text2
cease,0,8,0.23501634069016594,Text2
stayne,0,8,0.23501634069016594,Text2
adopted,0,8,0.23501634069016594,Text2
sat,0,8,0.23501634069016594,Text2
families,0,8,0.23501634069016594,Text2
execute,0,8,0.23501634069016594,Text2
cape,0,8,0.23501634069016594,Text2
particular,0,8,0.23501634069016594,Text2
cheap,0,8,0.23501634069016594,Text2
sickness,0,8,0.23501634069016594,Text2
midtown,0,8,0.23501634069016594,Text2
bast,0,8,0.23501634069016594,Text2
breed,0,8,0.23501634069016594,Text2
reporting,0,8,0.23501634069016594,Text2
intel,0,8,0.23501634069016594,Text2
whom,0,8,0.23501634069016594,Text2
options,0,8,0.23501634069016594,Text2
trace,0,8,0.23501634069016594,Text2
branch,0,8,0.23501634069016594,Text2
math,0,8,0.23501634069016594,Text2
strategy,0,8,0.23501634069016594,Text2
shaped,0,8,0.23501634069016594,Text2
currently,0,8,0.23501634069016594,Text2
locking,0,8,0.23501634069016594,Text2
ticket,0,8,0.23501634069016594,Text2
drawn,0,8,0.23501634069016594,Text2
jail,0,8,0.23501634069016594,Text2
quest,0,8,0.23501634069016594,Text2
paying,0,8,0.23501634069016594,Text2
patch,0,8,0.23501634069016594,Text2
resist,0,8,0.23501634069016594,Text2
payment,0,8,0.23501634069016594,Text2
heave,0,8,0.23501634069016594,Text2
stands,0,8,0.23501634069016594,Text2
rajah,0,8,0.23501634069016594,Text2
detected,0,8,0.23501634069016594,Text2
introduce,0,8,0.23501634069016594,Text2
dropped,0,8,0.23501634069016594,Text2
strictly,0,8,0.23501634069016594,Text2
delta,0,8,0.23501634069016594,Text2
landed,0,8,0.23501634069016594,Text2
earlier,0,8,0.23501634069016594,Text2
soh,0,8,0.23501634069016594,Text2
badge,0,8,0.23501634069016594,Text2
abyss,0,8,0.23501634069016594,Text2
hid,0,8,0.23501634069016594,Text2
joint,0,8,0.23501634069016594,Text2
beg,0,8,0.23501634069016594,Text2
survival,0,8,0.23501634069016594,Text2
ace,0,8,0.23501634069016594,Text2
swords,0,8,0.23501634069016594,Text2
division,0,8,0.23501634069016594,Text2
shelter,0,8,0.23501634069016594,Text2
protocol,0,8,0.23501634069016594,Text2
abandoned,0,8,0.23501634069016594,Text2
since,2,94,0.23057388943292234,Text1
gun,1,40,0.22849657509001065,Text1
destroyed,1,40,0.22849657509001065,Text1
seven,1,40,0.22849657509001065,Text1
needs,2,95,0.21806711828612668,Text1
to,100,7079,0.21629307700377254,Text2
alive,1,104,0.21300060199814153,Text2
